IDCLIENTE,CLIENTE,USUARIOS,EJECUTIVO,TIPO DE DESCUENTO,%DESCUENTO,DIRECCION,ZONA,TIPO DE CLIENTE,GPS CLIENTE,TELEFONO,CORREO,REGFENTE,REDES SOCIALES,ASISTENTE DE FARMACIAS,ENCARGADO DE FARMACIA,priodidad,MES DE ACTIVACION,UNION,ESTATUS,CODIGO DE BRICK,DESCRIPCION IMS 
11cdf83f,Monaco,rbecerra@distrilabve.com,,,,El marques,El marques,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0156,
4d25b1ad,Guatire Center,rbecerra@distrilabve.com,,,,Av Bermúdez,Guatire,FUERA DE RUTA ,"10.469180, -66.540980",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
23104365,Gran caracas guarenas,rbecerra@distrilabve.com,,,,Cc miranda,Guarenas,EN RUTA,"10.472464, -66.608058",,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
b545f9f0,Botiqueria barquero,rbecerra@distrilabve.com,,,,El hatillo,El hatillo,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1081,
11e63e6a,Mesa negociación nena,aromagnoli@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,Barquisimeto,
e911a6d0,FARMACIA MONSERRAT,ohurtado@distrilabve.com,,VOLUMEN,,SOCOPO,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,5201,
a6374a57,HIPER AHORRO PLAZA MAYOR,vjimenez@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6016,
6b6b7b5c,GRUPO LAS ECONOMICAS,ohurtado@distrilabve.com,,VOLUMEN,,GUANARE,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,000,
514685ff,Farmareal 2,hserrano@distrilabve.com,,VOLUMEN,,Calle Miranda,Upata,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,8026,
b061a041,Farmacia baloa,rbecerra@distrilabve.com,,,,Petare,Petare,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1070,
6be825c9,FARMACIAS LUPI,ohurtado@distrilabve.com,,VOLUMEN,,YARACUY,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
2d62badc,FARMACIA INSUMEDIC,jvalera@distrilabve.com,,,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
9c4f3376,Funda farmacia petare,rbecerra@distrilabve.com,,,,Petare,Petare,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1070,
1b50f469,Gran caracas,rbecerra@distrilabve.com,,,,Guatire,Guatire,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1221,
5efce2cc,FCIA FARMADON EL EJERCITO,lchirino@distrilabve.com,,VOLUMEN,,Av. El Ejército. MATURIN,Av. El Ejército. Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0603,
1279bf78,Diabetic,rbecerra@distrilabve.com,,,,Altamira,Altamira,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0154,
6cb0a2dd,FCIA MEGAFARMA 2 AV BOLIVAR,lchirino@distrilabve.com,,VOLUMEN,,Av. Bolivar. Maturin,Av. Bolivar. Casco central Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
98f61c18,FCIA MEGAFARMA 3 LUIS DEL VALLE,lchirino@distrilabve.com,,VOLUMEN,,Av Luis del valle. Maturin,Av Luis del valle. Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
7e9cc124,FCIA MEGAFARMA 4 PLAZA 7,lchirino@distrilabve.com,,VOLUMEN,,Av. Bolivar. Sector centro plaza 7. Maturin,Av. Bolivar. Sector centro plaza 7. Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
97eb1a4c,FCIA MEGAFARMA 6 LA PAZ,lchirino@distrilabve.com,,VOLUMEN,,Av. La Paz. Sector Las Avenidas Maturin,Av. La Paz. Sector Las Avenidas Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
dd9d9460,FCIA MEGAFARMA 8 JUNCAL,lchirino@distrilabve.com,,VOLUMEN,,Av. Juncal. Maturin,Av. Juncal. Casco central Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
22c81cb4,FCIA MEGAFARMA 9 TIPURO,lchirino@distrilabve.com,,VOLUMEN,,Sector Tipuros. C.  C. Terrazas. MATURIN,Sector Tipuros. C.  C. Terrazas. MATURIN,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6203,
0dc52e9e,FCIA MEGAFARMA  11 PIAR,lchirino@distrilabve.com,,VOLUMEN,,Av. Bolivar. Plaza piar. Maturin,Av. Bolivar. Plaza piar. Maturin,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
b0ffc6a6,EXPO NENA,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6023,
ab1045c6,SALUD MARKET 10-26 CA,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6001,
f5896b6d,Full ospino,aromagnoli@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,Ospino,
62cc5719,Mesa negociación cobeca,aromagnoli@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,Barquisimeto,
c7ee5db7,FARMAMEXICANO,ohurtado@distrilabve.com,,VOLUMEN,,SOCOPO,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,00000,
4f0113f7,Farmacia Tierra Negra,vpinero@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
59ed9673,Farmacia Avenida Universidad,vpinero@distrilabve.com,,VOLUMEN,,,Maracaibo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
4caadc4b,Farmacia La Lago,vpinero@distrilabve.com,,VOLUMEN,,,Maracaibo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
e4bbfb4a,Farmacia Millennium 2000,vpinero@distrilabve.com,,VOLUMEN,,,Maracaibo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
27b8929b,Farmacia El Callejon,vpinero@distrilabve.com,,VOLUMEN,,,Maracaibo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
052f6471,Farmacia La Fusta Callejon,vpinero@distrilabve.com,,VOLUMEN,,,Maracaibo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
2ed40542,Farmarket centro plaza,rbecerra@distrilabve.com,,,,Cc centro plaza,Altamira,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0154,
3d153375,Farmarket cumbrera,rbecerra@distrilabve.com,,,,Cc cumbres de curumo,Curumo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1080,
4d62d728,Farmarket altamira,rbecerra@distrilabve.com,,,,Altamira,Altamira,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0154,
09be4adc,Farmarket ccct,rbecerra@distrilabve.com,,,,Ccct,Chuao,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0142,
9bf63c4b,Farmarket chacaito,rbecerra@distrilabve.com,,,,Cc único,Chacaito,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0137,
9859fc82,Farmarket cafetal,rbecerra@distrilabve.com,,,,Cc cafetal,Cafetal,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1061,
1ec0c24d,Farmarket la trinidad,rbecerra@distrilabve.com,,,,Trinidad,Trinidad,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1081,
54adbbf9,Farmarket los palos grandes,rbecerra@distrilabve.com,,,,Palos grandes,Palos grandes,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0153,
ee047d2b,Farmarket prados del este,rbecerra@distrilabve.com,,,,Cc plaza prado,Prados del este,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1080,
64915565,Farmarket san andres,rbecerra@distrilabve.com,,,,San andres,Los palos grandes,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0153,
4c705004,Farmarket san luis,rbecerra@distrilabve.com,,,,Cc san luis,San luis,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1061,
a970cde0,Farmarket santa ines,rbecerra@distrilabve.com,,,,Cc los samanes,Santa Inés,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1061,
c32f2839,Farmarket tolon,rbecerra@distrilabve.com,,,,Cc tolon,Las marcedes,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1061,
e50d8b9e,Farmarket hatigal,rbecerra@distrilabve.com,,,,Cc hatillo,Hatillo,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1081,
d5861e41,"FARMACIA PUERTO CONCHA, C.A.",langulo@distrilabve.com,,VOLUMEN,,SANTA BARBARA,SANTA BARBARA,EN RUTA,,,,ZULIA,,,,,,,DATOS DEL CLIENTE INCOMPLETO,5148,
e2998a88,Oxifarma,rbecerra@distrilabve.com,,,,Los Teques,Los teques,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1204,
ec2fae60,Farmaoro,rbecerra@distrilabve.com,,,,Chacao,Chacao,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0137,
13769dc5,Gamma,rbecerra@distrilabve.com,,,,Macaracuay,Macaracuay,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1080,
9826ac46,EXPO COBECA,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6001,
de21aeae,Que papaya,rbecerra@distrilabve.com,,,,Ruices,Ruices,FUERA DE RUTA ,"10.489399, -66.830257",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
d3415faa,Su farmacia florida,rbecerra@distrilabve.com,,,,Florida,La florida,EN RUTA,,,,Distrito capital,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
e7dd554b,Su farmacia Marcelo andres,rbecerra@distrilabve.com,,,,Este,Caracas,EN RUTA,,,,Distrito capital,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
ced3ab2b,Maxima,rbecerra@distrilabve.com,,,,Este,Este,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
24ea6f05,FARMACIA TEREMACA,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,8007,
b41cdcdf,Grupo Sigo,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6301,
5310c565,Farmacia bridas sanare,myanez@distrilabve.com,,,,Sanare,Sanare,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3028,
d01be27e,Farmastop,rbecerra@distrilabve.com,,,,Los teques,Los teques,FUERA DE RUTA ,"10.350622, -67.052714",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
c85464b9,Farmaser,rbecerra@distrilabve.com,,,,Mercedes,Mercedes,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1080,
96bb9915,Farmacia 360 la grita,Avanegass@distrilabve.com,,VOLUMEN,,,La grita,EN RUTA,"8.135064, -71.983389",,,Tachira,,,Yexenia,,,,DATOS DEL CLIENTE INCOMPLETO,5022,
4478d763,Darsar vargas,aromagnoli@distrilabve.com,,,,Av.vargas,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,Barquisimeto,
DIOS ES PANA TRIGUS,DIOS ES PANA ,mmendez@distrilabve.com,,VOLUMEN,,,Valencia,EN RUTA,,,,Carabobo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0211,
FARMA GREEN Puerto cabello,FARMA GREEN,mmendez@distrilabve.com,,VOLUMEN,,,Puerto cabello,EN RUTA,,,,Carabobo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2024,
SESQUICENTENARIA SAN ANSELMO,SESQUICENTENARIA SAN ANSELMO,mmendez@distrilabve.com,,VOLUMEN,,,Valencia,EN RUTA,,,,Carabobo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,210,
5d22a622,Farmaprecios,rbecerra@distrilabve.com,,,,Cc la boyera,Caracas,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1081,
6cdd80b6,FARMA ASISTIR,ohurtado@distrilabve.com,,VOLUMEN,,SECTOR HOSPITAL,BARINAS,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,5201,
3ff55135,EXPO COBECA MARGARITA JUN 2025,lchirino@distrilabve.com,,,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
34dc2122,FACITODO BOULEVAR,rfarfan@distrilabve.com,,VOLUMEN,,Calle miranda este.  Bulevar perez almaza,Maracay,FUERA DE RUTA ,"10.250966, -67.603609",04243209425,,,,4,,,,,DATOS DEL CLIENTE INCOMPLETO,239,
7f85a48e,GRUPO HIPER AHORRO OTRAS,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6050,
d0f0c196,FARMACIA LINCONL LAS DELICIAS,rfarfan@distrilabve.com,,VOLUMEN,,Avenida Las Delicias,Las Delicias,FUERA DE RUTA ,"10.271897, -67.584280",04127794272,,,,7,,,,,DATOS DEL CLIENTE INCOMPLETO,241,
00ba3da3,Las azules,mmendez@distrilabve.com,,,,,Tucacas,FUERA DE RUTA,,,,Falcon,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2049,
7625b30a,Los tamarindos mariara,mmendez@distrilabve.com,,VOLUMEN,,Mariara,Mariara,FUERA DE RUTA,,,,Carabobo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2017,
8916aca6,N2 sanare,rbecerra@distrilabve.com,,,,Este,Sanare,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
42c894e4,Farma Express,hserrano@distrilabve.com,,VOLUMEN,,"Av. Winston Churchill, El Tigre 6050, Anzoátegui",El Tigre,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6034,
fb053517,HIPERMERCADO ASIA ORIENTAL,hserrano@distrilabve.com,,VOLUMEN,,"Av. Fernández Padilla, San José de Guanipa 6054, Anzoátegui",Guanipa. El Tigre,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6035,
b0a0517b,Farmatodo puerto cabello,mmendez@distrilabve.com,,,,,Puerto cabello,FARMATODO,,,,Carabobo,,,,,,,DATOS DEL CLIENTE INCOMPLETO,2024,
07ed70b6,FarmaAsia,hserrano@distrilabve.com,,VOLUMEN,,,El Tigrito,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6035,
7c265d0e,Grupo Tu Farma,vjimenez@distrilabve.com,,,,,,EN RUTA,,,,,,,Oliver Ibrahim,,,,DATOS DEL CLIENTE INCOMPLETO,6001,
d5c860fd,Farmacia Farma 11,rfarfan@distrilabve.com,,VOLUMEN,,Av principal la cooperativa,Maracay,FUERA DE RUTA ,"10.265635, -67.581304",,,,,15,Oriana Lopez,,,,DATOS DEL CLIENTE INCOMPLETO,241,
93ff2fdc,Farmacia Farmabio 24,rfarfan@distrilabve.com,,,,Urb rótulo gallegos . Sector barrio obrero calle 3 sector 1,San juan de los morros,EN RUTA,"9.919863, -67.376952",,,Guarico,,4,Gabriel Rivas,,,,DATOS DEL CLIENTE INCOMPLETO,2121,
ed7909de,Farmacia Céntrica,vjimenez@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6001,
a6606f65,Con Todo,vjimenez@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6001,
d35e2330,Farmazita san luis,rbecerra@distrilabve.com,,,,Este,Caracas,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
06bcbd26,FARMATONYS,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,8052,
549ae710,Farmatodo Gregorio,rfarfan@distrilabve.com,,VOLUMEN,,Urb. El Centro . Avenida Bermudez,Maracay,FARMATODO,"10.234379, -67.595656",,,,,12,,,,,DATOS DEL CLIENTE INCOMPLETO,239,
5b565ebc,Farmacia amikal,Avanegass@distrilabve.com,,VOLUMEN,,Hospital central,Concordia,FUERA DE RUTA ,"7.756053, -72.226718",,,,,,Leisa Ruis,,,,DATOS DEL CLIENTE INCOMPLETO,0520,0
d1defba9,TRANSFERECIAS VITALCLINIC JULIO 2025,lchirino@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
2b2b5125,FARMACIAS SUPER FARMA,vjimenez@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6001,
62d8ffef,Farmacia nuevo siglo vzla,aromagnoli@distrilabve.com,,,,Av.vzla entre 14 y 15,Barquisimeto,EN RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,Barquisimeto,
e2846d27,Bonpland Saas,langulo@distrilabve.com,,VOLUMEN,,Av Urdaneta,MERIDA,EN RUTA,,,,MERIDA,,,,,,,DATOS DEL CLIENTE INCOMPLETO,5161,
cc299dde,FARMA + MEDICA HOSPITAL,jvalera@distrilabve.com,,,,VALERA,VALERA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
da3ed2ad,FARMACIA VIRGEN DEL VALLE,rfarfan@distrilabve.com,,VOLUMEN,,Calle humo oliveros local N 104 50 70,Cagua,EN RUTA,"10.227463, -67.516126",,,Aragua,,14,Liseth,,,,DATOS DEL CLIENTE INCOMPLETO,2117,
4f171208,SAAS SAN JOSE C.A,jvalera@distrilabve.com,,,,VALERA,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
e45611fd,TRANSFERECIAS NENA JULIO 2025,lchirino@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
a48d7716,Farmaclub manaure,vpinero@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,"11.412120, -69.675666",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
bafd5197,Farmaclub Chimpire,vpinero@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,"11.410121, -69.665073",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
386ee672,Farmacia CBL,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,8050,
c89586e6,Farmacia El triangulo de Turmero,rfarfan@distrilabve.com,,VOLUMEN,,Calle Mariño,Turmero,FUERA DE RUTA ,"10.228109, -67.474827",,,,,12,Mileidys,,,,DATOS DEL CLIENTE INCOMPLETO,2115,
d3b92e64,FCIA BITIQUERIA FARMAVIDA,lchirino@distrilabve.com,,VOLUMEN,,"Calle Mario, calle Pativilca, sector centro TUCUPITA",Tucupita,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6401,
383525be,FARMACIA EXITO SOCOPO,ohurtado@distrilabve.com,,VOLUMEN,,SOCOPO,CENTRO,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,5216,
76ff6e51,Dimaworld Adicora,vpinero@distrilabve.com,,VOLUMEN,,,,EN RUTA,"11.941444, -69.807907",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
d7be3776,Bodegón Petare 1,rbecerra@distrilabve.com,,,,Petare,Petare,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1070,
016cd10f,LOS ESPERTOS EN MEDICAMENTOS,rfarfan@distrilabve.com,,VOLUMEN,,Calle Venezuela,La morita,FUERA DE RUTA ,"10.210042, -67.555798",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,222,
c0d2c828,Mesvol petare,rbecerra@distrilabve.com,,,,Petare,Petare,EN RUTA,,,,Miranda,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1070,
f38d1ee3,Farmax petare,rbecerra@distrilabve.com,,,,Calle lebrun,Petare,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,1070,
3403b90e,Farmacia Sana Sana Pozuelos,vjimenez@distrilabve.com,,,,,,EN RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6023,
e308a188,GRUPO FARMAREAL,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,8050,
eb91ec94,FARMACIA GIRASOL BISCUCUY,ohurtado@distrilabve.com,,VOLUMEN,,BISCUCUY,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,000,
35efd4f2,FARMA24 HOSPITAL,ohurtado@distrilabve.com,,VOLUMEN,,Hospital,Centro,EN RUTA,"8.623099, -70.204009",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,5201,
b3852853,Farma Club Coro,vpinero@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,4101,
fba73d9b,Farmatodo onix,myanez@distrilabve.com,,,,Pedro leon torres,Barquisimeto,FARMATODO,"10.064225, -69.345182",,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0325,
8299d9f7,JOHANA JOSEFINA MALDONADO OCANTO,jvalera@distrilabve.com,,,,,MONAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
2adf5e49,FSI GUANARE,ohurtado@distrilabve.com,,VOLUMEN,,Centro,,EN RUTA,"9.044171, -69.751637",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
2f538d28,Farmaroca quibor,myanez@distrilabve.com,,,,Quibor,Quibor,FUERA DE RUTA,,,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3014,
d850c740,GRUPO ALOANDRA,vjimenez@distrilabve.com,,,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,6101,
5f491d4e,Farmacia LG (cristal),rmichelena@distrilabve.com,,,,,,FUERA DE RUTA ,"10.192693, -68.005418",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
022c936d,"Farmacia NieveSalud, C.A.",vpinero@distrilabve.com,,VOLUMEN,,,Cumarebo,EN RUTA,"11.489401, -69.348277",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
c312a4af,"Farmacia la familia, c.a.",myanez@distrilabve.com,,,,Barrio union,Barquisimeto,FUERA DE RUTA,"10.089035, -69.340365",,,Lara,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0305,
25674f75,Farmapunto LG,Avanegass@distrilabve.com,,VOLUMEN,,La grita,La grita,FUERA DE RUTA ,"8.137211, -71.985856",,,,,,Thariana,,,,DATOS DEL CLIENTE INCOMPLETO,0,
75cd3c3b,#ERROR!,rfarfan@distrilabve.com,,,,,,FUERA DE RUTA ,"8.911898, -67.421608",,,,,8,12,,,,DATOS DEL CLIENTE INCOMPLETO,2122,
dd5bec08,Farmacia liah 25,rfarfan@distrilabve.com,,VOLUMEN,,Avenida 23 de enero,Calabozo,FUERA DE RUTA ,"8.931773, -67.418327",,,,,12,Dayana gamarra,,,,DATOS DEL CLIENTE INCOMPLETO,2223,
02b3dbb2,Farmacia 5ta avenida,rfarfan@distrilabve.com,,VOLUMEN,,Avenida 5ta,Calabozo,FUERA DE RUTA ,"8.917175, -67.428818",,,,,12,,,,,DATOS DEL CLIENTE INCOMPLETO,2223,
c3dfea3c,FARMASOLG TIMOTES C.A,jvalera@distrilabve.com,,,,,TIMOTES,FUERA DE RUTA,,,,MERIDA,,,,,,,DATOS DEL CLIENTE INCOMPLETO,301,
eeccb560,Farmacia José gregorio hernandez,rfarfan@distrilabve.com,,VOLUMEN,,Carrera 11,Calabozo,FUERA DE RUTA ,"8.933110, -67.426906",,,,,17,Luis gonzalwz,,,,DATOS DEL CLIENTE INCOMPLETO,2223,
f790e707,FARMA YA24,ohurtado@distrilabve.com,,VOLUMEN,,SOCOPO,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
fd05b084,Trabajo administrativo,rmichelena@distrilabve.com,,,,,,FUERA DE RUTA ,"10.246079, -68.012931",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
22fd40a2,DROGUERIA JOSKAR,ohurtado@distrilabve.com,,NEGOCIACION,0%,Centro,,FUERA DE RUTA,"8.626718, -70.213708",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,00000,
9b6fc359,Farmatodo bambú,rmichelena@distrilabve.com,,,,,,FARMATODO,"10.246156, -67.964700",,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0000,
c62c6914,Farma Vital Las Delicias,rfarfan@distrilabve.com,,VOLUMEN,,Urb El Bosque . Frente centro comercial Regional,Maracay,EN RUTA,"10.260169, -67.589725",,,Aragua,,,18,,,,DATOS DEL CLIENTE INCOMPLETO,241,
a08d6ca8,Cobeca Oriente Agosto 2025,lchirino@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
65821657,VITALCLINIC AGOSTO 2025,lchirino@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
4ca14315,NENA AGOSTO 2025,lchirino@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA ,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,601,
ca0ba7ad,Farmacia el llanito,rbecerra@distrilabve.com,,,,El llanito,Petare,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
67e5ff97,MESA COBECA,langulo@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,DATOS DEL CLIENTE INCOMPLETO,0,
